Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	Taxonomic lineage	Organism (ID)
A0A6P6YEC5	unreviewed	A0A6P6YEC5_DERPT	Golgi pH regulator-like	LOC113797625	Dermatophagoides pteronyssinus (European house dust mite)	765	A0A6P6YEC5;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Chelicerata (subphylum), Arachnida (class), Acari (subclass), Acariformes (superorder), Sarcoptiformes (order), Astigmata (suborder), Psoroptidia (parvorder), Analgoidea (superfamily), Pyroglyphidae (family), Dermatophagoidinae (subfamily), Dermatophagoides (genus)	6956
A0A7M7GZN0	unreviewed	A0A7M7GZN0_APIME	Golgi pH regulator	551156	Apis mellifera (Honeybee)	399		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Hymenoptera (order), Apocrita (suborder), Aculeata (infraorder), Apoidea (superfamily), Anthophila (clade), Apidae (family), Apinae (subfamily), Apini (tribe), Apis (genus)	7460
A0A7M7IR25	unreviewed	A0A7M7IR25_NASVI	Golgi pH regulator		Nasonia vitripennis (Parasitic wasp)	453	A0A7M7IR25;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Hymenoptera (order), Apocrita (suborder), Proctotrupomorpha (infraorder), Chalcidoidea (superfamily), Pteromalidae (family), Pteromalinae (subfamily), Nasonia (genus)	7425
A0A7N4PCX3	unreviewed	A0A7N4PCX3_SARHA	Golgi pH regulator	LOC100915258	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	466	A0A7N4PCX3;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Metatheria (clade), Dasyuromorphia (order), Dasyuridae (family), Sarcophilus (genus)	9305
A0A814EZ92	unreviewed	A0A814EZ92_ADIRI	Hint domain-containing protein	XAT740_LOCUS11835	Adineta ricciae (Rotifer)	778	A0A814EZ92;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	249248
A0A814GHU9	unreviewed	A0A814GHU9_ADIRI	Hint domain-containing protein	XAT740_LOCUS12983	Adineta ricciae (Rotifer)	778	A0A814GHU9;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	249248
A0A814GNR9	unreviewed	A0A814GNR9_9BILA	Hint domain-containing protein	QVE165_LOCUS14808	Adineta steineri	776	A0A814GNR9;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A814YVU2	unreviewed	A0A814YVU2_9BILA	Hint domain-containing protein	BJG266_LOCUS28718 QVE165_LOCUS45076	Adineta steineri	777	A0A814YVU2;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A814Z2X1	unreviewed	A0A814Z2X1_9BILA	Hint domain-containing protein	VCS650_LOCUS27597	Adineta steineri	777	A0A814Z2X1;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A815A3N9	unreviewed	A0A815A3N9_9BILA	Hint domain-containing protein	BJG266_LOCUS29649 QVE165_LOCUS42485	Adineta steineri	776	A0A815A3N9;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A815GAY4	unreviewed	A0A815GAY4_9BILA	Hint domain-containing protein	JYZ213_LOCUS34284 OXD698_LOCUS10780	Adineta steineri	777	A0A815GAY4;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A815YPJ4	unreviewed	A0A815YPJ4_9BILA	Hint domain-containing protein	QVE165_LOCUS49084	Adineta steineri	777	A0A815YPJ4;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A817MLF1	unreviewed	A0A817MLF1_9BILA	Hint domain-containing protein	YTW244_LOCUS11539	Rotaria sp. Silwood2	718		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus), unclassified Rotaria (no rank)	2762512
A0A818C0N6	unreviewed	A0A818C0N6_9BILA	Hint domain-containing protein	NZO219_LOCUS10897	Rotaria sp. Silwood1	776	A0A818C0N6;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus), unclassified Rotaria (no rank)	2762511
A0A818EMX9	unreviewed	A0A818EMX9_9BILA	Hint domain-containing protein	DUG663_LOCUS11627	Rotaria sp. Silwood1	776	A0A818EMX9;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus), unclassified Rotaria (no rank)	2762511
A0A818GTC6	unreviewed	A0A818GTC6_9BILA	Hint domain-containing protein	LEP731_LOCUS14322	Rotaria sp. Silwood1	776	A0A818GTC6;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus), unclassified Rotaria (no rank)	2762511
A0A818JD65	unreviewed	A0A818JD65_9BILA	Hint domain-containing protein	OXD698_LOCUS3421	Adineta steineri	776	A0A818JD65;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A818UA17	unreviewed	A0A818UA17_9BILA	Hint domain-containing protein	JBS370_LOCUS8810	Rotaria sordida	782	A0A818UA17;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392033
A0A819KC73	unreviewed	A0A819KC73_9BILA	Hint domain-containing protein	JBS370_LOCUS23111	Rotaria sordida	776	A0A819KC73;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392033
A0A819MXH1	unreviewed	A0A819MXH1_9BILA	Hint domain-containing protein	OTI717_LOCUS28352	Rotaria sordida	701	A0A819MXH1;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392033
A0A819P988	unreviewed	A0A819P988_9BILA	Hint domain-containing protein	IZO911_LOCUS33284 KXQ929_LOCUS29016	Adineta steineri	777	A0A819P988;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Adinetida (order), Adinetidae (family), Adineta (genus)	433720
A0A820HS57	unreviewed	A0A820HS57_9BILA	Uncharacterized protein	TSG867_LOCUS6240	Rotaria socialis	1114	A0A820HS57;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A820I5U1	unreviewed	A0A820I5U1_9BILA	Hint domain-containing protein	HFQ381_LOCUS13857	Rotaria socialis	773	A0A820I5U1;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A820N3H4	unreviewed	A0A820N3H4_9BILA	Hint domain-containing protein	HFQ381_LOCUS7726 UJA718_LOCUS18031	Rotaria socialis	779	A0A820N3H4;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A820UEF3	unreviewed	A0A820UEF3_9BILA	Hint domain-containing protein	TSG867_LOCUS19912	Rotaria socialis	779	A0A820UEF3;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A820W7R4	unreviewed	A0A820W7R4_9BILA	Hint domain-containing protein	QYT958_LOCUS5543	Rotaria socialis	779	A0A820W7R4;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A821EMM7	unreviewed	A0A821EMM7_9BILA	Hint domain-containing protein	TOA249_LOCUS13205	Rotaria socialis	773	A0A821EMM7;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A821F9S6	unreviewed	A0A821F9S6_9BILA	Hint domain-containing protein	TOA249_LOCUS13827	Rotaria socialis	779	A0A821F9S6;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus)	392032
A0A821I569	unreviewed	A0A821I569_9BILA	Hint domain-containing protein	PXF425_LOCUS8586	Rotaria sp. Silwood1	843	A0A821I569;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Gnathifera (clade), Rotifera (phylum), Eurotatoria (class), Bdelloidea (subclass), Rotaria (genus), unclassified Rotaria (no rank)	2762511
A0A8B9TLZ8	unreviewed	A0A8B9TLZ8_ANAPL	Golgi pH regulator		Anas platyrhynchos (Mallard) (Anas boschas)	517		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Galloanserae (superorder), Anseriformes (order), Anatidae (family), Anatinae (subfamily), Anas (genus)	8839
A0A8B9UNG8	unreviewed	A0A8B9UNG8_9AVES	G protein-coupled receptor 89B		Anas zonorhyncha (Eastern spot-billed duck)	625		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Galloanserae (superorder), Anseriformes (order), Anatidae (family), Anatinae (subfamily), Anas (genus)	75864
A0A8C8XM73	unreviewed	A0A8C8XM73_PANLE	Golgi pH regulator	LOC122228590	Panthera leo (Lion)	455		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Carnivora (order), Feliformia (suborder), Felidae (family), Pantherinae (subfamily), Panthera (genus)	9689
A0A8C9JKQ0	unreviewed	A0A8C9JKQ0_PANTA	Golgi pH regulator		Panthera tigris altaica (Siberian tiger)	455		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Carnivora (order), Feliformia (suborder), Felidae (family), Pantherinae (subfamily), Panthera (genus), Panthera tigris (species)	74533
A0A8D0H2Q3	unreviewed	A0A8D0H2Q3_SPHPU	Golgi pH regulator		Sphenodon punctatus (Tuatara) (Hatteria punctata)	435		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Lepidosauria (class), Sphenodontia (order), Sphenodontidae (family), Sphenodon (genus)	8508
A0A8S2AZ50	unreviewed	A0A8S2AZ50_ARAAE	Importin N-terminal domain-containing protein	AARE701A_LOCUS18302	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	1866		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	38785
B3MGK7	unreviewed	B3MGK7_DROAN	Golgi pH regulator	Dana\GF12626 dana_GLEANR_12641 GF12626	Drosophila ananassae (Fruit fly)	455	B3MGK7;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Sophophora (subgenus), melanogaster group (no rank), ananassae subgroup (no rank), ananassae species complex (no rank)	7217
B3NQN3	unreviewed	B3NQN3_DROER	Golgi pH regulator	Dere\GG22371 Dere_GG22371	Drosophila erecta (Fruit fly)	455	B3NQN3;	cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Brachycera (suborder), Muscomorpha (infraorder), Eremoneura (clade), Cyclorrhapha (clade), Schizophora (no rank), Acalyptratae (no rank), Ephydroidea (superfamily), Drosophilidae (family), Drosophilinae (subfamily), Drosophilini (tribe), Drosophila (genus), Sophophora (subgenus), melanogaster group (no rank), melanogaster subgroup (no rank)	7220
